Selection	View	Channel	Begin File	End File	Begin Time (s)	End Time (s)	Beg File Samp (samples)	End File Samp (samples)	Begin Date Time	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Tags
1	Spectrogram 1	1	200_2014-03-26_12-00-00.wav	200_2014-03-26_12-00-00.wav	179624.916995744	179626.204995744	7275	8563	2014/3/26  12:00:07.917	1.288	13.6	32.3	0.6	16.6	29.3	Bp.20Hz
2	Spectrogram 1	1	200_2014-03-26_12-00-00.wav	200_2014-03-26_12-00-00.wav	179635.026999245	179636.591999245	17385	18950	2014/3/26  12:00:17.027	1.565	14.0	35.9	0.8	16.6	31.2	Bp.20Hz
3	Spectrogram 1	1	200_2014-03-26_12-00-00.wav	200_2014-03-26_12-00-00.wav	179638.719998728	179640.284998728	21078	22643	2014/3/26  12:00:21.720	1.565	14.4	34.1	0.9	16.6	31.2	Bp.20Hz
4	Spectrogram 1	1	200_2014-03-26_12-00-00.wav	200_2014-03-26_12-00-00.wav	179647.646997179	179649.670997179	30005	32029	2014/3/26  12:00:30.647	2.024	11.9	30.9	1.2	15.6	29.3	Bp.20Hz
5	Spectrogram 1	1	200_2014-03-26_12-00-00.wav	200_2014-03-26_12-00-00.wav	179779.156000222	179781.365000222	161514	163723	2014/3/26  12:02:41.156	2.209	12.6	31.6	1.1	16.6	26.4	Bp.20Hz
6	Spectrogram 1	1	200_2014-03-26_12-00-00.wav	200_2014-03-26_12-00-00.wav	179787.91100202	179789.56700202	170269	171925	2014/3/26  12:02:50.911	1.656	14.7	33.8	0.6	18.6	30.3	Bp.20Hz
7	Spectrogram 1	1	200_2014-03-26_12-00-00.wav	200_2014-03-26_12-00-00.wav	179809.248001556	179811.364001556	191606	193722	2014/3/26  12:03:11.248	2.116	12.9	30.5	0.9	16.6	26.4	Bp.20Hz
8	Spectrogram 1	1	200_2014-03-26_12-00-00.wav	200_2014-03-26_12-00-00.wav	179829.964998419	179832.265998419	212323	214624	2014/3/26  12:03:32.965	2.301	13.6	35.2	0.8	17.6	31.2	Bp.20Hz
9	Spectrogram 1	1	200_2014-03-26_12-00-00.wav	200_2014-03-26_12-00-00.wav	179832.818000446	179834.474000446	215176	216832	2014/3/26  12:03:35.818	1.656	14.4	33.0	1.4	16.6	30.3	Bp.20Hz
10	Spectrogram 1	1	200_2014-03-26_12-00-00.wav	200_2014-03-26_12-00-00.wav	179853.891000207	179855.640000207	236249	237998	2014/3/26  12:03:56.891	1.749	14.4	30.2	0.5	18.6	26.4	Bp.20Hz
11	Spectrogram 1	1	200_2014-03-26_12-00-00.wav	200_2014-03-26_12-00-00.wav	179864.0940026	179866.1180026	246452	248476	2014/3/26  12:04:06.094	2.024	13.3	35.6	0.8	17.6	31.2	Bp.20Hz
12	Spectrogram 1	1	200_2014-03-26_12-00-00.wav	200_2014-03-26_12-00-00.wav	179894.860995243	179896.793995243	277219	279152	2014/3/26  12:04:37.861	1.933	15.8	35.6	0.8	18.6	30.3	Bp.20Hz
13	Spectrogram 1	1	200_2014-03-26_12-00-00.wav	200_2014-03-26_12-00-00.wav	179897.806000392	179899.003000392	280164	281361	2014/3/26  12:04:40.806	1.197	15.8	33.8	1.1	17.6	31.2	Bp.20Hz
14	Spectrogram 1	1	200_2014-03-30_04-00-00.wav	200_2014-03-30_04-00-00.wav	190123.616001281	190125.273001281	3304816	3306473	2014/3/30  4:55:04.616	1.657	11.1	32.3	1.1	12.7	28.3	Bp.20Hz
15	Spectrogram 1	1	200_2014-03-30_04-00-00.wav	200_2014-03-30_04-00-00.wav	190417.06500304	190418.44500304	3598265	3599645	2014/3/30  4:59:58.065	1.38	16.2	30.2	0.8	17.6	27.3	Bp.20Hz
178	Spectrogram 1	1	200_2014-05-09_07-00-00.wav	200_2014-05-09_07-00-00.wav	269042.770003284	269044.703003284	3011378	3013311	2014/5/9  7:50:11.770	1.933	14.7	33.9	1.5	16.6	30.3	Bp.20Hz
361	Spectrogram 1	1	200_2014-04-24_17-00-00.wav	200_2014-04-24_17-00-00.wav	240758.376998125	240759.941998125	3531597	3533162	2014/4/24  17:58:51.377	1.565	25.9	45.1	0.9	27.3	40.0	Bp.20Hz
