Selection	View	Channel	Begin File	End File	Begin Time (s)	End Time (s)	Beg File Samp (samples)	End File Samp (samples)	Begin Date Time	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Tags
1	Spectrogram 1	1	20050205_230000.wav	20050205_230000.wav	13135.922978528	13139.327829755	1167956	1169659	2005/2/5  23:38:55.923	3.405	54.0	80.6	2.9	55.7	78.1	Bm.D
2	Spectrogram 1	1	20050218_190000.wav	20050218_190000.wav	38084.839203988	38087.967986196	1042402	1043966	2005/2/18  19:34:44.839	3.129	54.3	76.5	2.9	54.7	74.2	Bm.D
3	Spectrogram 1	1	20050220_150000.wav	20050220_150000.wav	43165.404697853	43168.717526074	1782682	1784339	2005/2/20  15:59:25.405	3.313	35.2	60.2	2.9	38.1	58.6	Bm.D
4	Spectrogram 1	1	20050220_150000.wav	20050220_150000.wav	43191.355185583	43195.95633589	1795658	1797958	2005/2/20  15:59:51.355	4.601	33.7	70.1	4.0	37.1	66.4	Bm.D
5	Spectrogram 1	1	20050220_150000.wav	20050220_150000.wav	43194.023852761	43196.600496933	1796992	1798280	2005/2/20  15:59:53.024	2.577	35.2	59.9	2.3	37.1	57.6	Bm.D
6	Spectrogram 1	1	20050222_110000.wav	20050222_110000.wav	43321.127628834	43323.796296012	60542	61876	2005/2/22  11:02:01.128	2.669	44.9	67.2	2.5	46.9	64.5	Bm.D
7	Spectrogram 1	1	20050222_110000.wav	20050222_110000.wav	43323.428203988	43325.728779141	61692	62842	2005/2/22  11:02:03.428	2.301	33.5	66.9	2.0	34.2	61.5	Bm.D
8	Spectrogram 1	1	20050222_110000.wav	20050222_110000.wav	43348.51547546	43352.748533742	74236	76352	2005/2/22  11:02:28.515	4.233	25.5	66.9	4.0	27.3	61.5	Bm.D
9	Spectrogram 1	1	20050222_110000.wav	20050222_110000.wav	43350.263912577	43354.404947853	75110	77180	2005/2/22  11:02:30.264	4.141	23.2	63.4	3.7	24.4	59.6	Bm.D
10	Spectrogram 1	1	20050222_110000.wav	20050222_110000.wav	43416.244407975	43418.176891104	108100	109066	2005/2/22  11:03:36.244	1.932	41.1	69.8	1.7	43.9	68.4	Bm.D
11	Spectrogram 1	1	20050222_110000.wav	20050222_110000.wav	43422.041857362	43424.802547546	110999	112379	2005/2/22  11:03:41.042	2.761	46.9	72.2	2.3	48.8	67.4	Bm.D
12	Spectrogram 1	1	20050222_110000.wav	20050222_110000.wav	44523.080116564	44527.037105828	661518	663497	2005/2/22  11:22:03.080	3.957	47.2	76.0	3.5	48.8	73.2	Bm.D
13	Spectrogram 1	1	20050226_030000.wav	20050226_030000.wav	51495.617892638	51499.114766871	547783	549531	2005/2/26  3:18:15.618	3.497	55.2	72.9	2.5	56.6	71.3	Bm.D
14	Spectrogram 1	1	20050227_230000.wav	20050227_230000.wav	54662.126519939	54665.715417178	331035	332830	2005/2/27  23:11:02.127	3.589	54.1	71.8	2.6	55.7	69.3	Bm.D
15	Spectrogram 1	1	20050227_230000.wav	20050227_230000.wav	56607.285809816	56609.678407975	1303615	1304811	2005/2/27  23:43:27.286	2.393	41.1	58.8	1.7	42.0	58.6	Bm.D
16	Spectrogram 1	1	20050305_110000.wav	20050305_110000.wav	65484.885075153	65487.645765337	342409	343789	2005/3/5  11:11:24.885	2.761	38.1	69.2	2.3	40.0	67.4	Bm.D
17	Spectrogram 1	1	20050312_190000.wav	20050312_190000.wav	80392.389881902	80394.322365031	596154	597120	2005/3/12  19:19:52.390	1.932	46.7	75.6	1.4	49.8	72.3	Bm.D
18	Spectrogram 1	1	20050320_040000.wav	20050320_040000.wav	95719.626471981	95721.994230466	1059764	1060948	2005/3/20  4:35:19.626	2.368	36.3	60.8	2.0	38.1	58.6	Bm.D
19	Spectrogram 1	1	20050322_000000.wav	20050322_000000.wav	100309.417417178	100311.99406135	1554658	1555946	2005/3/22  0:51:49.417	2.577	32.9	64.6	2.2	36.1	59.6	Bm.D
20	Spectrogram 1	1	20050322_000000.wav	20050322_000000.wav	100324.325144172	100326.533696319	1562112	1563216	2005/3/22  0:52:04.325	2.209	38.1	60.4	1.8	40.0	58.6	Bm.D
21	Spectrogram 1	1	20050322_000000.wav	20050322_000000.wav	100533.69948773	100536.184108896	1666799	1668041	2005/3/22  0:55:33.699	2.485	36.5	65.4	2.2	38.1	61.5	Bm.D
22	Spectrogram 1	1	20050402_000000.wav	20050402_000000.wav	121276.394424847	121278.234884969	1238134	1239054	2005/4/2  0:41:16.394	1.84	53.2	70.0	1.4	54.7	68.4	Bm.D
23	Spectrogram 1	1	20050402_000000.wav	20050402_000000.wav	121277.774769939	121279.983322086	1238824	1239929	2005/4/2  0:41:17.775	2.209	42.4	70.3	2.0	44.9	67.4	Bm.D
24	Spectrogram 1	1	20050402_000000.wav	20050402_000000.wav	121440.896550613	121442.460941718	1320385	1321167	2005/4/2  0:44:00.897	1.564	46.7	69.5	1.4	49.8	68.4	Bm.D
25	Spectrogram 1	1	20050402_000000.wav	20050402_000000.wav	121441.908803681	121443.933309816	1320891	1321904	2005/4/2  0:44:01.909	2.025	46.7	69.5	1.7	48.8	68.4	Bm.D
26	Spectrogram 1	1	20050402_000000.wav	20050402_000000.wav	121448.131358896	121450.800026074	1324003	1325337	2005/4/2  0:44:08.131	2.669	42.4	62.4	2.3	44.9	61.5	Bm.D
27	Spectrogram 1	1	20050402_000000.wav	20050402_000000.wav	121449.419680982	121451.536210123	1324647	1325705	2005/4/2  0:44:09.420	2.117	51.3	60.6	1.5	51.8	60.5	Bm.D
28	Spectrogram 1	1	20050402_000000.wav	20050402_000000.wav	121921.081596626	121923.566217791	1560478	1561720	2005/4/2  0:52:00.082	2.485	37.0	58.7	2.2	38.1	55.7	Bm.D
29	Spectrogram 1	1	20050403_200000.wav	20050403_200000.wav	124647.555397239	124649.027765337	1123713	1124449	2005/4/3  20:37:27.555	1.472	51.3	64.1	1.1	51.8	63.5	Bm.D
30	Spectrogram 1	1	20050403_200000.wav	20050403_200000.wav	124649.763949387	124651.512386503	1124817	1125691	2005/4/3  20:37:29.764	1.748	49.5	63.8	1.7	49.8	63.5	Bm.D
31	Spectrogram 1	1	20050403_200000.wav	20050403_200000.wav	124652.892731595	124653.997007669	1126381	1126934	2005/4/3  20:37:32.893	1.104	49.8	64.1	0.9	51.8	63.5	Bm.D
32	Spectrogram 1	1	20050403_200000.wav	20050403_200000.wav	124655.009260736	124656.757697853	1127440	1128314	2005/4/3  20:37:34.009	1.748	48.7	64.9	1.4	50.8	63.5	Bm.D
33	Spectrogram 1	1	20050413_000000.wav	20050413_000000.wav	140791.694886503	140794.547599693	195772	197199	2005/4/13  0:06:31.695	2.853	57.5	89.3	2.2	58.6	85.9	Bm.D
34	Spectrogram 1	1	20050418_120000.wav	20050418_120000.wav	153057.994763804	153062.687937117	928916	931263	2005/4/18  12:30:57.995	4.693	60.3	79.7	3.8	61.5	77.1	Bm.D
35	Spectrogram 1	1	20050422_040000.wav	20050422_040000.wav	158773.766707055	158776.159305215	186798	187995	2005/4/22  4:06:13.767	2.393	42.4	70.4	1.8	44.9	69.3	Bm.D
36	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	167141.181315951	167145.506397239	770503	772665	2005/4/25  20:25:41.181	4.325	32.4	69.2	3.4	36.1	65.4	Bm.D
37	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	167164.095044479	167166.303596626	781960	783064	2005/4/25  20:26:03.095	2.209	46.4	79.1	1.7	48.8	77.1	Bm.D
38	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	167168.052033742	167170.444631902	783938	785134	2005/4/25  20:26:07.052	2.393	50.3	68.4	2.0	51.8	67.4	Bm.D
39	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	167196.027027607	167197.86748773	797926	798846	2005/4/25  20:26:35.027	1.84	52.7	69.8	1.5	52.7	68.4	Bm.D
40	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	167200.444131902	167202.008523006	800134	800916	2005/4/25  20:26:40.444	1.564	48.1	65.7	1.1	48.8	64.5	Bm.D
41	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	167203.848983129	167205.96551227	801836	802895	2005/4/25  20:26:43.849	2.117	61.5	75.3	1.8	61.5	74.2	Bm.D
42	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	167214.983766871	167218.388618098	807404	809106	2005/4/25  20:26:54.984	3.405	42.0	68.4	2.3	45.9	67.4	Bm.D
43	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	167220.137055215	167223.725952454	809981	811775	2005/4/25  20:26:59.137	3.589	48.9	72.5	2.8	50.8	71.3	Bm.D
44	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	167238.414624233	167240.62317638	819119	820224	2005/4/25  20:27:18.415	2.209	54.7	82.4	1.7	57.6	81.1	Bm.D
45	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	167280.009023006	167282.217575153	839917	841021	2005/4/25  20:27:59.009	2.209	68.7	97.3	1.8	70.3	93.8	Bm.D
46	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	167295.929003067	167298.781716258	847877	849303	2005/4/25  20:28:15.929	2.853	80.8	115.1	2.3	82.0	111.3	Bm.D
47	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	167499.229828221	167501.438380368	949527	950631	2005/4/25  20:31:39.230	2.209	41.8	55.8	1.5	43.0	53.7	Bm.D
48	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	167504.199070552	167506.039530675	952012	952932	2005/4/25  20:31:44.199	1.84	26.1	44.5	1.5	26.4	43.9	Bm.D
49	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	167519.566912577	167522.419625767	959695	961122	2005/4/25  20:31:59.567	2.853	25.0	41.8	2.0	25.4	40.0	Bm.D
50	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	167521.131303681	167523.431878834	960478	961628	2005/4/25  20:32:00.131	2.301	45.3	65.1	1.7	46.9	63.5	Bm.D
51	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	167526.284592025	167529.137305215	963054	964481	2005/4/25  20:32:06.285	2.853	38.7	69.2	2.3	40.0	66.4	Bm.D
52	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	167582.843731595	167586.984766871	991334	993404	2005/4/25  20:33:02.844	4.141	46.2	78.8	3.1	49.8	76.2	Bm.D
53	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	167799.763961656	167802.06453681	1099794	1100944	2005/4/25  20:36:39.764	2.301	30.5	68.1	1.5	33.2	65.4	Bm.D
54	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	167821.665437117	167824.058035276	1110745	1111941	2005/4/25  20:37:01.665	2.393	55.8	85.4	2.0	56.6	84.0	Bm.D
55	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	167872.611173313	167874.451633436	1136218	1137138	2005/4/25  20:37:52.611	1.84	57.7	84.3	1.5	59.6	84.0	Bm.D
56	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	167883.009773006	167885.126302147	1141417	1142475	2005/4/25  20:38:02.010	2.117	34.6	65.4	1.4	36.1	64.5	Bm.D
57	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	167887.150808282	167890.279590491	1143487	1145052	2005/4/25  20:38:06.151	3.129	42.6	62.1	2.8	43.9	60.5	Bm.D
58	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	167904.911248466	167907.948007669	1152368	1153886	2005/4/25  20:38:24.911	3.037	41.2	72.5	2.3	44.9	70.3	Bm.D
59	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	167916.874239264	167919.174814417	1158349	1159499	2005/4/25  20:38:36.874	2.301	54.1	72.8	1.5	57.6	71.3	Bm.D
60	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	168010.150558282	168013.003271472	1204987	1206414	2005/4/25  20:40:09.151	2.853	54.1	76.9	2.2	57.6	75.2	Bm.D
61	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	168048.984266871	168051.284842025	1224404	1225554	2005/4/25  20:40:48.984	2.301	42.9	70.1	2.0	44.9	67.4	Bm.D
62	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	168057.358360429	168060.855234663	1228591	1230340	2005/4/25  20:40:57.358	3.497	49.5	79.4	2.8	51.8	77.1	Bm.D
63	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	168085.057285276	168087.357860429	1242441	1243591	2005/4/25  20:41:24.057	2.301	51.4	79.7	1.5	53.7	76.2	Bm.D
64	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	168110.604671779	168114.653684049	1255214	1257239	2005/4/25  20:41:50.605	4.049	34.1	66.2	3.4	36.1	63.5	Bm.D
65	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	168126.616674847	168128.91725	1263220	1264371	2005/4/25  20:42:06.617	2.301	45.3	70.1	1.8	46.9	68.4	Bm.D
66	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	168155.419875767	168158.732703988	1277622	1279278	2005/4/25  20:42:35.420	3.313	49.5	79.4	2.6	50.8	76.2	Bm.D
67	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	168276.855234663	168279.615924847	1338340	1339720	2005/4/25  20:44:36.855	2.761	41.8	65.9	2.3	43.0	63.5	Bm.D
68	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	168316.206072086	168318.322601227	1358015	1359073	2005/4/25  20:45:16.206	2.117	52.7	85.2	1.5	53.7	82.0	Bm.D
69	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	168324.488142638	168326.328602761	1362156	1363076	2005/4/25  20:45:24.488	1.84	50.8	67.6	1.7	51.8	65.4	Bm.D
70	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	168334.978765337	168336.543156442	1367401	1368184	2005/4/25  20:45:34.979	1.564	52.2	66.8	1.1	53.7	65.4	Bm.D
71	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	168344.825226994	168347.76996319	1372325	1373797	2005/4/25  20:45:44.825	2.945	48.6	87.4	2.3	49.8	82.0	Bm.D
72	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	168384.303096626	168386.603671779	1392064	1393214	2005/4/25  20:46:24.303	2.301	57.7	72.0	1.5	58.6	71.3	Bm.D
73	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	168403.167812883	168405.652434049	1401496	1402738	2005/4/25  20:46:42.168	2.485	51.6	67.9	1.7	53.7	66.4	Bm.D
74	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	168422.825726994	168426.96676227	1411325	1413395	2005/4/25  20:47:02.826	4.141	49.7	65.7	3.4	50.8	63.5	Bm.D
75	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	168455.76996319	168458.070538344	1427797	1428947	2005/4/25  20:47:35.770	2.301	56.0	80.5	1.5	58.6	78.1	Bm.D
76	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	168470.585667178	168473.714449386	1435205	1436769	2005/4/25  20:47:50.586	3.129	49.7	62.9	2.2	51.8	61.5	Bm.D
77	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	168485.953509202	168487.425877301	1442889	1443625	2005/4/25  20:48:05.954	1.472	41.5	62.9	1.1	42.0	61.5	Bm.D
78	Spectrogram 1	1	20050425_200000.wav	20050425_200000.wav	168513.928503067	168515.584917178	1456876	1457704	2005/4/25  20:48:33.929	1.656	51.1	69.8	1.2	52.7	67.4	Bm.D
