Selection	View	Channel	Begin File	End File	Begin Time (s)	End Time (s)	Beg File Samp (samples)	End File Samp (samples)	Begin Date Time	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Tags
1	Spectrogram 1	1	20150213_230000.wav	20150213_230000.wav	7852.794388946	7857.461699079	651635	656303	2015/2/13  23:10:51.794	4.667	22.5	27.9	3.5	23.4	27.3	Bm.Ant-A
2	Spectrogram 1	1	20150213_230000.wav	20150213_230000.wav	7919.856266121	7924.277928352	718697	723119	2015/2/13  23:11:58.856	4.422	23.4	27.9	3.4	23.4	27.3	Bm.Ant-A
3	Spectrogram 1	1	20150213_230000.wav	20150213_230000.wav	8055.406578301	8060.93365609	854248	859775	2015/2/13  23:14:14.407	5.527	24.3	28.3	4.9	24.4	27.3	Bm.Ant-A
4	Spectrogram 1	1	20150213_230000.wav	20150213_230000.wav	8123.819518936	8128.73247697	922661	927573	2015/2/13  23:15:22.820	4.913	23.4	28.3	3.7	23.4	27.3	Bm.Ant-A
5	Spectrogram 1	1	20150213_230000.wav	20150213_230000.wav	8206.272137155	8212.6589826	1005113	1011500	2015/2/13  23:16:45.272	6.387	22.5	27.4	5.2	23.4	27.3	Bm.Ant-A
6	Spectrogram 1	1	20150213_230000.wav	20150213_230000.wav	8604.618374616	8611.250867963	1403459	1410092	2015/2/13  23:23:23.618	6.632	22.0	27.9	6.0	22.5	27.3	Bm.Ant-A
7	Spectrogram 1	1	20150213_230000.wav	20150213_230000.wav	8669.469420676	8675.242146366	1468310	1474083	2015/2/13  23:24:28.469	5.773	23.4	27.9	5.2	23.4	27.3	Bm.Ant-A
8	Spectrogram 1	1	20150215_180000.wav	20150215_180000.wav	12747.559359263	12754.683148414	1945842	1952966	2015/2/15  18:32:25.559	7.124	23.4	27.9	6.0	23.4	27.3	Bm.Ant-A
9	Spectrogram 1	1	20150217_120000.wav	20150217_120000.wav	14765.867849539	14770.657983623	363593	368383	2015/2/17  12:06:03.868	4.79	22.9	28.3	4.5	23.4	27.3	Bm.Ant-A
10	Spectrogram 1	1	20150217_120000.wav	20150217_120000.wav	16229.9665087	16235.984882293	1827692	1833710	2015/2/17  12:30:27.967	6.018	23.8	27.4	4.9	24.4	27.3	Bm.Ant-A
11	Spectrogram 1	1	20150217_120000.wav	20150217_120000.wav	16294.571906858	16302.309815763	1892297	1900035	2015/2/17  12:31:32.572	7.738	24.3	27.4	6.8	24.4	27.3	Bm.Ant-A
12	Spectrogram 1	1	20150217_120000.wav	20150217_120000.wav	16357.618340839	16363.268242579	1955343	1960993	2015/2/17  12:32:35.618	5.65	23.4	28.3	4.5	23.4	27.3	Bm.Ant-A
13	Spectrogram 1	1	20150217_120000.wav	20150217_120000.wav	16781.511960082	16787.284685773	2379237	2385010	2015/2/17  12:39:39.512	5.773	22.9	27.0	4.6	23.4	26.4	Bm.Ant-A
14	Spectrogram 1	1	20150217_120000.wav	20150217_120000.wav	17695.010012282	17700.782737973	3292735	3298508	2015/2/17  12:54:52.010	5.773	22.9	27.9	4.5	23.4	27.3	Bm.Ant-A
15	Spectrogram 1	1	20150217_120000.wav	20150217_120000.wav	17679.534194473	17686.16668782	3277259	3283892	2015/2/17  12:54:37.534	6.632	23.4	27.0	5.4	23.4	26.4	Bm.Ant-A
16	Spectrogram 1	1	20150219_070000.wav	20150219_070000.wav	18297.565150461	18302.478108495	294753	299666	2015/2/19  7:04:54.565	4.913	24.3	27.7	3.7	24.4	27.3	Bm.Ant-A
17	Spectrogram 1	1	20150219_070000.wav	20150219_070000.wav	18408.26727738	18417.601897646	405455	414790	2015/2/19  7:06:45.267	9.335	22.4	27.7	7.5	22.5	27.3	Bm.Ant-A
